Record_ID,State,Area_Type,Population,Health_Facilities,Doctors_per_1000,Nurses_per_1000,Insurance_Coverage_pct,Immunization_Coverage_pct,Skilled_Birth_Attendance_pct,Out_of_Pocket_Expenditure_pct,Improved_Water_Access_pct,Electricity_Availability_pct,Avg_Travel_Time_to_Facility_min,UHC_Readiness_Index,Readiness_Category
4190,Delta,Urban,629156,256,2.43,10.06,15.1,80.5,88.1,30.9,83.7,77.6,112.3,80.3,High
4191,Ondo,Urban,3951741,912,2.47,3.05,7.6,62.8,96.1,35.2,40.9,56.5,92.1,64.0,Moderate
4192,Kebbi,Rural,2452815,134,1.66,8.02,44.2,56.2,31.8,32.3,93.8,95.3,110.6,66.4,Moderate
4193,Kaduna,Rural,1377813,267,2.17,9.61,21.3,80.7,66.8,48.4,73.2,59.8,15.8,78.5,High
4194,Taraba,Urban,766312,36,2.0,9.28,41.9,51.4,83.0,41.2,82.2,67.2,110.1,73.8,Moderate
4195,Niger,Urban,4048003,522,0.13,6.04,60.3,71.9,97.1,27.6,87.7,85.7,23.0,72.0,Moderate
4196,FCT,Urban,1399699,982,0.29,6.71,58.3,42.8,92.9,32.1,33.9,60.7,76.8,59.2,Moderate
4197,Ebonyi,Rural,4401123,1022,3.41,3.47,26.2,61.8,75.5,42.8,96.8,80.7,109.9,75.4,High
4198,Adamawa,Rural,3337798,1152,2.5,10.12,26.1,87.0,86.3,67.4,61.7,84.4,57.4,81.9,High
4199,Taraba,Urban,1652824,937,1.39,7.04,50.0,55.4,89.8,64.3,55.9,37.3,54.3,65.8,Moderate
4200,Sokoto,Rural,4778848,69,1.35,9.96,12.9,97.6,71.7,78.4,95.7,92.0,67.6,70.9,Moderate
4201,Yobe,Urban,3114696,899,2.12,2.53,83.6,50.4,35.7,30.5,58.0,45.0,110.2,61.1,Moderate
4202,Katsina,Rural,1144988,1049,1.7,0.89,81.7,62.9,41.8,41.1,87.8,28.1,28.0,63.5,Moderate
4203,Ebonyi,Rural,1162711,129,3.04,3.84,42.4,50.8,67.3,77.4,64.5,22.2,107.9,62.2,Moderate
4204,Nasarawa,Rural,3665871,965,0.2,3.32,5.9,97.8,67.3,52.5,74.8,32.1,60.4,47.5,Low
4205,Kogi,Urban,1837773,1007,1.82,0.8,82.6,68.9,71.2,37.3,72.4,37.1,119.1,62.6,Moderate
4206,Plateau,Urban,4719210,605,1.48,10.74,46.4,87.3,66.6,39.7,75.1,76.3,89.7,76.3,High
4207,Kebbi,Urban,4831330,547,2.86,1.29,14.7,70.0,97.7,84.5,81.7,47.7,95.8,63.0,Moderate
4208,Benue,Urban,3923848,754,0.19,11.27,46.8,84.5,53.9,72.4,70.2,36.9,34.0,62.1,Moderate
4209,Katsina,Urban,1130117,367,3.03,6.81,60.8,97.5,72.6,30.7,89.6,90.2,59.3,92.1,High
4210,Kaduna,Rural,2691151,34,1.21,3.36,61.6,46.9,40.8,69.7,96.2,33.3,35.9,55.6,Moderate
4211,Lagos,Rural,4118017,1075,0.9,0.65,49.9,72.2,52.8,70.8,62.4,54.8,32.3,51.2,Low
4212,Kano,Urban,4901534,88,0.71,0.63,38.8,92.7,58.1,55.3,57.6,34.3,91.8,46.4,Low
4213,Kaduna,Rural,2597677,523,1.63,5.87,13.3,76.4,80.0,52.5,48.9,21.2,51.0,60.9,Moderate
4214,Jigawa,Rural,645099,565,0.14,8.76,51.4,93.9,72.2,44.9,31.3,85.5,91.0,62.0,Moderate
4215,Kogi,Urban,737932,1008,2.02,9.79,46.6,89.4,79.2,22.2,39.2,86.2,31.9,85.7,High
4216,Imo,Rural,329086,981,2.72,10.6,84.3,77.4,43.1,60.4,93.9,78.1,45.3,89.3,High
4217,Ogun,Urban,329897,1118,0.07,11.37,72.3,53.5,76.3,26.8,55.8,35.1,55.3,67.5,Moderate
4218,Edo,Rural,2866445,112,2.37,3.52,35.0,94.5,35.3,77.5,60.8,66.7,50.7,63.1,Moderate
4219,Oyo,Urban,3622329,868,1.87,8.68,52.2,61.2,53.1,72.9,43.4,57.3,74.1,65.4,Moderate
4220,Kano,Rural,1678571,380,1.83,1.0,35.6,44.6,69.6,82.2,91.8,63.7,37.9,57.3,Moderate
4221,Nasarawa,Urban,4419760,710,0.34,7.87,84.5,85.1,50.2,50.0,91.8,93.0,58.1,70.0,Moderate
4222,Ebonyi,Rural,3113293,641,2.59,6.85,44.1,51.3,67.3,44.3,58.6,79.5,87.7,73.1,Moderate
4223,Lagos,Urban,3319394,831,0.33,11.54,62.3,59.0,55.1,50.7,33.5,26.7,78.9,58.6,Moderate
4224,Yobe,Rural,2187770,825,3.11,7.68,46.6,71.9,86.7,28.2,98.1,66.4,8.0,94.1,High
4225,Kano,Urban,1397687,498,0.87,1.67,61.7,85.4,94.3,80.2,32.7,97.1,51.2,60.7,Moderate
4226,Gombe,Urban,3050229,594,1.72,4.28,70.1,52.4,65.9,67.2,45.5,71.7,35.3,66.1,Moderate
4227,Ogun,Rural,2750053,435,1.81,11.21,58.9,69.6,94.6,61.0,81.4,94.3,97.8,82.5,High
4228,Akwa Ibom,Urban,1771551,353,0.94,7.52,78.0,85.4,32.4,21.4,40.5,62.4,14.5,70.7,Moderate
4229,Bauchi,Rural,1254977,1022,2.63,5.09,72.5,67.5,30.9,66.6,86.9,82.9,40.5,74.8,Moderate
4230,Bayelsa,Urban,1166622,1185,2.45,9.45,30.7,48.7,80.5,69.6,94.4,32.8,12.2,77.7,High
4231,Osun,Rural,3358268,248,0.45,11.5,32.6,66.9,98.1,83.7,40.8,58.0,115.3,58.8,Moderate
4232,Akwa Ibom,Urban,3728641,954,1.35,3.82,52.3,86.4,44.7,21.6,86.6,23.8,91.4,60.9,Moderate
4233,Katsina,Urban,3873261,1131,2.65,10.93,27.6,41.2,45.3,84.4,92.8,41.0,18.5,73.1,Moderate
4234,Plateau,Rural,1501789,221,2.67,11.07,9.9,47.8,44.1,27.5,52.0,73.9,36.4,75.9,High
4235,Yobe,Rural,3275433,1091,2.94,3.8,55.0,89.5,96.7,34.4,54.0,43.6,48.7,82.7,High
4236,Sokoto,Rural,319572,336,2.41,6.94,78.3,51.2,79.6,63.8,90.6,95.3,20.0,85.6,High
4237,Adamawa,Urban,1234177,145,2.85,3.83,53.8,89.8,98.0,34.0,54.8,92.8,80.4,83.5,High
4238,Kebbi,Rural,2034969,25,2.32,8.21,49.0,44.8,93.8,58.5,70.7,30.2,27.0,77.3,High
4239,Kwara,Urban,2229278,651,0.34,7.08,32.3,73.6,63.7,41.9,96.5,87.9,116.6,57.9,Moderate
4240,Gombe,Rural,235998,599,0.56,11.19,2.4,42.2,82.5,52.8,76.0,20.1,57.0,57.1,Moderate
4241,Delta,Urban,389253,133,3.3,1.27,81.4,45.9,90.6,22.2,58.1,58.3,59.2,81.7,High
4242,Delta,Urban,1437439,122,1.87,6.84,28.0,50.3,76.8,41.5,59.9,75.7,49.1,69.5,Moderate
4243,Delta,Urban,3501826,1184,3.34,7.9,69.0,56.7,36.5,25.8,54.0,88.1,62.3,84.5,High
4244,Ekiti,Rural,743078,956,2.93,5.85,2.8,62.4,76.9,62.0,39.8,39.0,92.3,63.6,Moderate
4245,Nasarawa,Urban,3926775,519,3.07,7.81,6.5,67.4,31.6,39.9,43.5,20.6,114.2,61.6,Moderate
4246,Ebonyi,Urban,2879484,129,3.08,4.66,19.7,49.3,88.1,40.0,68.5,32.3,99.2,69.4,Moderate
4247,Abia,Urban,2231622,851,1.52,9.52,27.2,52.4,46.3,68.5,81.1,90.7,31.7,67.3,Moderate
4248,Bayelsa,Rural,1437902,136,0.94,6.05,79.0,96.0,47.2,23.7,71.6,45.8,38.9,71.1,Moderate
4249,Kwara,Urban,4948206,1114,0.78,6.19,72.1,88.0,38.3,80.5,49.1,41.4,30.0,58.8,Moderate
4250,Sokoto,Rural,3440475,1041,0.23,7.18,76.3,54.2,47.5,63.1,87.9,75.1,11.3,63.3,Moderate
4251,Kogi,Rural,2864969,760,1.06,6.56,33.0,70.8,50.9,30.6,42.8,56.7,49.9,60.4,Moderate
4252,Delta,Rural,1144650,845,2.44,10.18,75.5,58.4,39.8,31.4,64.1,21.8,74.3,76.9,High
4253,Kogi,Urban,1651372,1052,2.9,4.09,25.2,90.6,82.6,31.3,59.3,24.6,115.5,70.4,Moderate
4254,Katsina,Rural,4233735,930,2.78,11.72,52.6,66.6,77.5,31.8,31.5,92.3,30.6,91.4,High
4255,Bauchi,Rural,2884810,729,2.2,1.88,23.0,57.1,46.9,44.9,96.6,49.6,91.8,56.9,Moderate
4256,Ogun,Rural,4548896,739,0.75,8.91,18.6,57.6,63.3,50.4,59.8,24.9,94.0,53.0,Low
4257,Bauchi,Rural,4699179,1177,1.81,5.72,68.7,98.5,50.7,72.7,84.9,87.7,109.5,69.7,Moderate
4258,Kano,Urban,4803873,1083,1.74,7.81,55.1,82.0,82.0,80.2,99.0,93.5,110.8,73.8,Moderate
4259,Kogi,Rural,3101885,208,3.0,2.79,46.2,64.2,73.1,49.9,31.6,51.3,16.4,73.3,Moderate
4260,Benue,Urban,3172477,1146,0.2,11.2,68.9,76.9,38.5,53.9,84.9,67.9,48.8,66.7,Moderate
4261,Edo,Rural,4303127,447,1.87,0.82,42.5,83.3,60.2,28.2,61.5,20.6,14.1,63.8,Moderate
4262,Benue,Rural,4088776,864,2.26,4.6,35.7,78.2,48.0,23.9,33.4,70.5,117.4,63.3,Moderate
4263,Kano,Rural,750965,12,2.15,4.45,22.5,85.1,89.0,77.0,84.3,78.0,94.2,67.5,Moderate
4264,Ondo,Rural,1225164,256,2.44,8.16,16.4,81.7,32.2,73.0,62.7,39.5,44.1,65.0,Moderate
4265,Niger,Rural,1764192,177,3.29,3.26,5.0,97.9,89.4,53.1,68.9,85.1,12.1,81.7,High
4266,Bauchi,Rural,3865905,43,1.58,9.41,8.5,43.4,75.1,74.6,57.3,80.9,12.7,66.3,Moderate
4267,Ekiti,Urban,4640468,228,2.3,7.01,43.1,95.4,44.4,21.3,52.0,92.8,46.6,78.8,High
4268,Gombe,Rural,229260,710,0.82,1.59,31.8,93.2,30.2,80.5,70.0,35.3,99.7,41.0,Low
4269,Cross River,Rural,1659527,847,1.01,0.57,76.6,64.3,81.8,51.4,74.8,86.1,49.2,63.9,Moderate
4270,Osun,Urban,239086,912,1.94,1.77,9.3,91.8,92.4,81.3,82.0,42.2,79.8,58.7,Moderate
4271,Ondo,Rural,3228108,21,2.69,10.28,62.5,60.5,98.4,38.0,67.0,24.3,20.2,90.1,High
4272,Kaduna,Rural,2323344,728,0.5,6.87,6.5,84.7,90.3,28.2,42.2,66.7,91.4,57.9,Moderate
4273,Yobe,Urban,174809,861,3.12,1.91,68.8,42.3,60.4,39.3,39.9,77.9,5.9,76.5,High
4274,Kogi,Rural,1604396,479,0.77,3.68,18.6,82.8,37.1,64.4,65.8,33.2,56.1,46.3,Low
4275,Rivers,Urban,1441403,340,1.64,3.24,19.5,55.2,88.9,28.2,51.5,61.2,64.8,61.8,Moderate
4276,Nasarawa,Urban,1664486,481,3.15,10.26,74.1,53.0,31.8,82.2,42.6,93.8,35.1,81.5,High
4277,Kebbi,Urban,1414447,383,1.84,6.16,11.2,94.7,91.2,42.1,90.8,89.5,86.9,73.4,Moderate
4278,Enugu,Rural,1164514,106,2.77,10.27,75.7,79.4,97.5,79.0,32.3,44.1,77.9,84.5,High
4279,Anambra,Urban,863497,652,0.7,8.3,47.2,77.8,68.2,44.2,83.0,36.6,101.1,62.0,Moderate
4280,Lagos,Rural,644775,1191,2.34,5.23,47.1,63.8,58.7,38.2,82.1,52.2,44.0,73.0,Moderate
4281,Katsina,Urban,1405689,808,1.7,8.49,28.7,80.9,87.9,66.1,91.8,43.2,41.2,73.8,Moderate
4282,Nasarawa,Urban,3384987,867,1.77,2.68,72.8,74.3,90.1,30.2,44.4,59.8,67.5,71.5,Moderate
4283,Rivers,Urban,2527376,961,1.43,3.3,26.9,86.8,85.9,59.2,36.7,40.5,17.9,61.9,Moderate
4284,Ogun,Rural,2317152,1021,1.62,9.2,58.2,55.3,69.6,24.6,76.5,73.4,106.6,73.9,Moderate
4285,Adamawa,Rural,3040250,472,1.42,1.6,17.1,98.8,63.3,61.6,74.7,41.6,73.7,54.1,Low
4286,Ogun,Rural,960954,695,1.25,2.8,22.6,95.2,58.5,73.4,44.9,43.9,74.1,50.8,Low
4287,Zamfara,Rural,3803652,846,2.44,2.27,60.5,92.2,88.4,58.6,98.2,58.5,9.2,81.2,High
4288,Kano,Rural,868912,649,3.43,9.92,57.6,65.5,41.6,56.7,67.8,37.3,94.0,79.5,High
4289,Benue,Rural,1926748,979,1.37,9.69,72.0,74.3,80.9,33.3,70.5,49.4,24.0,81.8,High
4290,Nasarawa,Rural,3805431,550,3.35,9.17,55.1,78.8,72.3,53.8,45.5,80.1,14.2,91.7,High
4291,Taraba,Urban,864781,837,3.11,3.53,70.0,70.9,60.1,54.2,61.1,30.4,57.6,74.7,Moderate
4292,Osun,Urban,1005484,712,2.18,3.39,11.5,72.4,39.9,68.9,64.4,95.2,14.4,62.2,Moderate
4293,Kano,Rural,1068240,260,0.84,7.07,57.9,55.8,86.5,42.8,48.8,65.6,72.0,65.1,Moderate
4294,Ebonyi,Rural,4256469,1168,3.21,3.82,34.4,58.4,39.8,48.9,32.0,48.3,118.3,60.9,Moderate
4295,Bayelsa,Urban,360687,70,2.27,10.95,55.9,41.8,38.0,68.3,53.9,74.0,30.7,73.9,Moderate
4296,Kogi,Rural,4827677,1187,1.12,10.49,79.1,55.1,32.5,69.3,91.3,96.1,67.3,70.3,Moderate
4297,Yobe,Rural,3719625,915,2.56,11.49,40.0,50.5,83.5,34.8,75.0,24.2,13.2,85.6,High
4298,Jigawa,Urban,3299375,564,2.95,3.59,58.1,47.6,69.9,73.7,61.0,21.5,29.5,69.7,Moderate
4299,Bayelsa,Rural,2420440,1071,0.57,8.01,15.2,90.3,69.2,52.6,85.8,59.7,60.8,61.3,Moderate
4300,Plateau,Urban,3337293,309,2.44,3.75,84.2,44.7,46.4,57.0,32.4,67.6,79.0,65.6,Moderate
4301,Sokoto,Rural,534676,666,1.65,3.1,13.6,56.0,96.5,33.6,36.2,39.4,114.7,54.7,Low
4302,Akwa Ibom,Urban,4820745,891,1.67,10.8,37.9,89.4,65.0,52.3,55.8,43.9,61.7,73.3,Moderate
4303,Nasarawa,Urban,1076615,900,0.93,1.86,33.2,76.0,65.5,84.0,84.6,88.7,77.5,52.4,Low
4304,Kano,Rural,2869319,451,2.83,6.29,48.0,84.9,61.4,71.0,66.3,46.3,89.3,72.4,Moderate
4305,Taraba,Rural,986468,770,2.17,0.97,55.2,95.0,90.3,57.1,44.4,49.9,7.5,72.4,Moderate
4306,Ekiti,Rural,4449681,27,2.54,10.61,67.9,56.8,39.1,83.2,95.3,35.0,50.2,76.2,High
4307,Borno,Urban,379757,524,2.38,5.7,40.8,72.4,52.2,77.2,31.5,42.5,51.4,63.3,Moderate
4308,Yobe,Urban,1801994,302,2.94,4.39,29.1,58.7,56.9,64.9,81.7,36.6,27.4,69.6,Moderate
4309,Zamfara,Urban,307243,628,2.8,9.83,75.4,52.4,34.0,38.5,82.1,27.7,31.6,81.9,High
4310,Ondo,Urban,4196669,974,2.27,5.63,79.9,83.5,64.4,23.0,82.2,33.8,28.1,82.8,High
4311,Bauchi,Urban,1804306,919,2.49,4.49,2.6,50.5,39.0,74.1,72.8,68.9,107.1,53.2,Low
4312,Oyo,Rural,706649,175,0.1,3.79,75.3,92.1,79.2,63.0,91.3,23.9,88.3,56.6,Moderate
4313,Delta,Rural,4755725,469,3.44,7.45,46.7,51.6,97.8,57.7,81.7,69.2,67.8,86.6,High
4314,Osun,Urban,3443915,153,0.35,6.81,59.1,82.1,45.0,36.2,43.6,38.6,54.9,57.3,Moderate
4315,Katsina,Urban,4287286,237,1.08,11.33,25.6,79.7,35.3,38.8,55.2,91.3,15.0,70.7,Moderate
4316,Ebonyi,Urban,582620,1014,2.28,0.63,60.1,76.0,49.9,78.4,85.1,90.6,71.5,63.9,Moderate
4317,Akwa Ibom,Urban,110230,994,2.61,7.16,77.7,60.2,76.7,84.3,44.5,71.3,9.8,81.0,High
4318,Sokoto,Urban,340394,195,0.6,2.2,68.2,78.6,90.9,63.7,86.4,43.7,90.1,58.0,Moderate
4319,Gombe,Rural,2496054,293,2.21,9.25,24.2,40.3,95.3,33.2,82.6,41.3,22.4,79.0,High
4320,Cross River,Urban,734457,123,0.97,9.22,9.6,69.3,52.9,37.1,81.7,23.4,29.7,61.5,Moderate
4321,Edo,Urban,2652711,195,2.13,4.8,77.8,75.2,36.5,39.0,46.6,66.8,93.5,67.8,Moderate
4322,Lagos,Urban,3605066,1157,0.15,9.1,14.7,90.2,40.0,23.0,71.9,50.8,17.2,60.2,Moderate
4323,Bayelsa,Rural,3637327,1102,1.06,10.8,80.5,67.6,84.1,71.2,87.5,92.8,75.3,78.5,High
4324,Taraba,Urban,536923,201,1.56,2.65,81.4,47.4,89.9,39.6,83.0,58.9,96.2,67.6,Moderate
4325,Anambra,Rural,2940088,208,2.43,10.74,7.3,82.6,66.4,81.6,53.7,66.8,25.6,74.7,Moderate
4326,Adamawa,Urban,2650432,863,0.45,5.26,15.4,89.5,91.8,40.8,40.5,82.7,63.1,59.1,Moderate
4327,Bayelsa,Rural,170533,540,3.3,9.98,24.8,73.3,55.8,22.8,50.7,70.8,90.2,82.1,High
4328,Cross River,Rural,1931990,339,0.48,1.07,25.5,52.4,31.5,54.0,60.4,62.9,55.7,39.9,Low
4329,Bauchi,Urban,1860301,993,0.62,9.11,74.4,57.4,46.1,64.1,52.2,71.5,104.1,58.8,Moderate
4330,Edo,Rural,2652221,179,2.63,0.67,13.8,88.7,51.9,29.1,52.8,87.8,7.7,69.2,Moderate
4331,Nasarawa,Urban,2263477,206,2.61,10.07,32.7,92.9,91.7,81.0,90.4,61.9,24.2,86.7,High
4332,Rivers,Urban,2628614,718,1.36,4.08,30.4,56.5,85.8,39.8,92.8,76.5,79.5,64.2,Moderate
4333,Enugu,Urban,2893019,1131,2.34,5.71,25.8,64.8,50.4,35.1,98.3,24.5,98.9,64.5,Moderate
4334,Kwara,Urban,2365192,139,2.73,6.26,31.9,70.3,54.1,42.3,89.0,54.0,74.3,73.1,Moderate
4335,Enugu,Rural,3009908,698,3.38,8.03,65.6,85.6,60.6,32.7,44.7,33.9,118.8,81.5,High
4336,Kano,Rural,4886475,323,1.44,6.84,74.0,43.5,40.8,28.9,74.1,21.4,26.8,67.0,Moderate
4337,Benue,Rural,3697097,242,1.6,4.75,19.6,50.9,83.7,38.2,52.4,63.1,83.6,60.2,Moderate
4338,Ondo,Urban,3582941,132,2.22,1.01,62.6,42.4,61.3,78.8,94.1,41.7,5.6,64.3,Moderate
4339,Zamfara,Rural,1752152,368,0.39,0.86,62.2,83.2,83.5,75.5,60.4,39.1,100.7,48.3,Low
4340,Katsina,Urban,4632810,779,0.38,4.63,56.0,54.2,72.5,50.2,93.9,36.0,61.8,56.3,Moderate
4341,Ekiti,Rural,2852765,1115,0.4,2.63,56.9,55.1,31.6,78.3,76.3,22.6,41.0,43.3,Low
4342,Plateau,Rural,4145878,1068,0.34,3.12,5.2,42.7,40.0,50.7,81.5,21.0,82.2,35.8,Low
4343,Kano,Urban,977346,627,2.54,10.5,78.0,60.4,73.4,80.9,32.6,85.9,97.5,79.0,High
4344,Osun,Urban,4117794,862,2.07,10.52,60.9,57.5,56.7,35.1,91.5,42.0,37.8,80.9,High
4345,Kwara,Rural,96771,524,2.16,10.15,63.7,51.7,76.3,73.3,30.4,49.1,14.3,77.1,High
4346,Zamfara,Urban,3314482,1067,2.85,10.48,17.7,83.6,30.8,34.2,73.0,63.9,46.6,78.9,High
4347,Adamawa,Urban,218718,113,1.67,3.85,21.8,69.1,95.7,27.2,48.2,93.1,21.4,71.7,Moderate
4348,Zamfara,Rural,4559595,904,1.93,9.6,68.1,53.1,36.3,27.6,50.7,58.8,48.0,74.1,Moderate
4349,Kano,Rural,4066176,699,0.63,10.3,77.2,54.9,51.1,67.9,49.9,94.2,43.4,67.4,Moderate
4350,FCT,Rural,765097,1200,3.13,0.74,44.7,92.8,68.3,54.3,66.8,27.7,50.3,71.2,Moderate
4351,Lagos,Urban,2975039,712,3.1,8.37,46.4,85.6,63.9,71.4,86.5,91.9,19.0,88.4,High
4352,Ondo,Urban,491013,438,1.07,6.64,38.1,70.7,58.6,69.5,73.6,91.8,100.1,59.3,Moderate
4353,Cross River,Rural,2503688,68,3.35,2.42,45.6,85.1,81.9,51.3,51.5,40.7,105.8,72.7,Moderate
4354,Borno,Urban,4309131,213,0.6,4.55,47.6,76.4,48.1,56.4,33.5,38.6,88.6,48.1,Low
4355,Sokoto,Urban,4024042,471,1.79,7.95,61.8,83.1,86.4,68.5,84.3,40.0,80.8,74.6,Moderate
4356,Bauchi,Urban,1260027,616,1.73,9.4,24.1,74.1,70.5,36.8,49.3,98.4,66.4,73.7,Moderate
4357,Gombe,Rural,543377,355,2.67,5.17,75.3,82.6,96.9,26.2,44.9,40.6,26.8,86.8,High
4358,Kogi,Rural,3861895,236,3.03,4.2,30.8,88.5,77.6,32.4,73.5,29.5,35.5,78.9,High
4359,Ogun,Rural,3075237,289,3.48,1.15,39.4,54.9,39.3,68.8,74.5,98.0,26.7,71.0,Moderate
4360,Jigawa,Rural,3846847,573,1.89,4.71,10.7,55.3,70.9,53.3,88.2,34.3,117.6,55.7,Moderate
4361,FCT,Rural,1984028,860,1.34,4.51,75.9,78.4,71.7,84.7,31.2,53.9,26.9,64.5,Moderate
4362,Anambra,Rural,4499711,432,1.05,9.4,33.0,95.9,64.2,31.7,50.1,39.3,62.4,67.7,Moderate
4363,Kogi,Rural,4220538,586,2.83,3.46,66.0,92.2,93.7,45.5,40.3,25.2,25.4,80.9,High
4364,Kano,Urban,1450788,1049,1.7,8.35,52.1,63.4,63.8,41.2,39.9,51.6,64.8,69.1,Moderate
4365,Nasarawa,Rural,4038384,412,2.09,9.75,66.8,76.4,82.8,64.6,44.0,91.9,75.5,80.9,High
4366,Niger,Urban,3520159,940,1.31,7.64,69.1,59.8,56.9,72.0,81.2,43.0,86.1,63.5,Moderate
4367,Bauchi,Urban,3509318,803,2.97,11.48,46.7,88.8,91.5,80.4,80.7,24.9,29.0,89.4,High
4368,Bauchi,Rural,2275835,1006,1.57,2.64,13.8,81.4,74.4,62.2,93.1,98.1,72.8,61.8,Moderate
4369,Osun,Urban,3700677,291,1.7,2.55,65.7,60.2,91.5,83.3,60.5,82.1,72.7,64.7,Moderate
4370,Osun,Urban,1793106,452,1.64,2.23,69.5,54.4,58.2,78.9,82.0,37.4,9.4,62.1,Moderate
4371,FCT,Urban,672882,232,2.26,9.97,48.1,91.6,62.7,51.9,44.1,69.6,104.3,75.8,High
4372,FCT,Rural,1032698,108,1.79,5.72,76.5,46.1,56.5,44.9,96.8,65.3,59.9,71.8,Moderate
4373,Abia,Urban,2517595,928,1.27,8.38,69.4,76.9,44.6,39.5,92.1,61.3,97.6,69.6,Moderate
4374,Benue,Rural,3502580,325,2.18,3.5,64.9,85.0,70.9,58.1,88.9,51.5,119.4,68.5,Moderate
4375,Lagos,Urban,3630903,1013,3.18,8.58,52.6,42.4,60.7,77.7,39.2,51.1,118.9,69.6,Moderate
4376,Ondo,Rural,3135209,32,1.61,5.42,53.8,62.8,89.6,28.3,46.5,20.9,95.9,65.3,Moderate
4377,Katsina,Urban,4613683,278,0.94,7.99,24.9,81.9,95.8,35.0,64.5,24.0,12.6,70.1,Moderate
4378,Taraba,Rural,1087024,1067,0.07,11.83,55.3,75.2,98.0,51.4,74.3,65.9,62.8,71.8,Moderate
4379,Adamawa,Urban,1483359,377,0.65,5.26,7.7,65.2,32.8,31.1,74.2,30.4,111.1,43.5,Low
4380,Nasarawa,Rural,1586537,836,2.39,3.88,34.2,44.9,78.1,41.2,62.6,85.4,69.6,68.9,Moderate
4381,Sokoto,Rural,262171,1193,1.27,6.23,6.4,93.5,67.6,54.4,43.6,65.1,27.7,62.2,Moderate
4382,Kaduna,Urban,3776551,439,2.51,2.65,34.8,75.3,61.4,69.8,69.7,48.9,56.1,64.4,Moderate
4383,Katsina,Rural,3979831,326,2.94,7.03,81.3,96.1,76.9,64.2,90.6,22.0,98.4,83.3,High
4384,Imo,Rural,979239,1036,0.22,7.63,38.0,90.0,56.8,41.3,39.8,95.1,57.8,60.3,Moderate
4385,Bayelsa,Rural,4823751,974,2.13,11.28,60.2,64.2,33.0,35.1,79.3,77.4,10.3,83.5,High
4386,Cross River,Urban,4341828,351,1.67,4.91,57.5,43.1,41.1,21.6,93.4,74.4,54.5,67.5,Moderate
4387,Edo,Urban,1290416,57,0.52,4.45,17.0,41.7,51.4,30.7,47.9,46.6,86.0,44.1,Low
4388,Imo,Rural,1386109,684,0.63,3.46,69.5,88.4,69.8,26.9,91.0,65.0,51.3,67.5,Moderate
4389,Adamawa,Urban,3469285,312,2.45,1.62,66.4,58.9,79.4,56.4,59.1,87.0,113.1,67.4,Moderate
4390,Benue,Rural,1698226,30,1.81,7.58,42.0,79.9,63.9,23.9,80.3,77.4,86.8,74.6,Moderate
4391,Adamawa,Rural,4876000,1130,1.45,3.94,69.4,70.1,95.4,81.2,69.8,42.9,9.5,70.0,Moderate
4392,FCT,Rural,2179913,878,0.44,7.01,20.5,89.8,34.9,36.8,69.9,59.1,80.5,53.3,Low
4393,Benue,Urban,3913846,1001,1.91,7.57,74.8,62.7,66.7,54.3,65.5,62.6,8.0,79.1,High
4394,Kebbi,Urban,2161459,379,2.18,0.93,17.9,79.6,81.3,41.6,79.6,60.1,100.7,61.6,Moderate
4395,Rivers,Urban,306084,527,3.47,7.14,55.2,43.2,69.2,78.6,80.5,82.0,28.4,83.8,High
4396,Kano,Rural,1083220,26,3.17,3.45,81.2,51.4,75.1,78.6,77.9,77.6,79.2,77.2,High
4397,Lagos,Rural,4633481,778,2.89,9.3,80.3,88.0,94.3,22.2,96.9,88.8,68.4,100.0,High
4398,Bayelsa,Urban,2438449,906,0.65,10.94,17.8,53.2,68.8,54.1,72.5,43.6,24.2,62.9,Moderate
4399,Niger,Urban,3878532,398,2.27,5.06,28.1,93.0,45.1,65.6,35.8,69.6,17.5,67.2,Moderate
4400,Nasarawa,Urban,3929324,570,3.03,2.54,20.8,46.8,70.1,57.2,40.6,97.5,98.2,63.8,Moderate
4401,Ondo,Urban,4155160,440,0.22,4.27,61.1,81.8,32.7,41.6,56.5,97.9,19.2,58.5,Moderate
4402,Abia,Urban,2733747,122,0.99,5.0,71.4,68.9,52.8,27.6,98.3,34.4,27.3,68.1,Moderate
4403,FCT,Urban,3947747,72,3.19,6.84,55.2,74.1,39.1,52.8,33.1,32.0,13.7,76.7,High
4404,Akwa Ibom,Rural,1220359,1041,0.92,4.2,60.1,52.8,98.9,46.6,31.1,33.0,39.4,61.4,Moderate
4405,Kebbi,Rural,4603092,795,1.63,9.37,29.8,48.2,55.5,27.6,60.5,74.0,21.8,71.9,Moderate
4406,Kaduna,Rural,3566538,750,1.77,8.79,11.9,93.3,32.7,81.4,62.6,53.6,116.5,56.1,Moderate
4407,Katsina,Urban,1098325,225,2.53,11.73,63.9,47.9,88.0,84.5,94.5,67.9,107.8,81.6,High
4408,Kebbi,Rural,927060,442,0.17,9.97,65.1,52.5,57.4,27.1,56.4,50.9,87.5,60.7,Moderate
4409,Enugu,Rural,1567693,529,0.98,1.8,80.5,47.7,40.2,54.9,88.1,25.3,36.1,54.8,Low
4410,Kebbi,Urban,3296291,1185,1.61,5.1,59.2,61.1,96.6,22.8,64.6,45.5,67.2,72.7,Moderate
4411,Taraba,Rural,2398420,12,0.22,3.26,67.1,68.0,66.4,82.4,69.9,42.8,78.7,49.0,Low
